/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Alina Herzog
Cruise: PS116


Coverage:	LATITUDE: 40.81954 * LONGITUDE: -11.52920
	DATE/TIME START: 2018-11-15T11:24:25 * DATE/TIME END: 2018-11-15T13:16:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 33735m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
10141	262.74	-52.55	49.0	164	6.6
10144	262.59	-52.58	47.8	164	6.7
10148	262.43	-52.62	46.7	164	6.7
10153	262.27	-52.68	45.5	163	6.7
10157	262.11	-52.73	44.4	163	6.8
10161	261.95	-52.76	43.6	163	6.8
10165	261.79	-52.78	43.2	163	6.8
10169	261.63	-52.82	43.1	162	6.8
10173	261.48	-52.87	43.2	162	6.9
10176	261.32	-52.91	43.5	162	6.9
10180	261.17	-52.92	44.0	161	6.9
10183	261.01	-52.93	44.6	161	6.9
10187	260.86	-52.95	45.2	161	6.9
10191	260.70	-53.00	45.8	161	7.0
10195	260.54	-53.05	46.4	160	7.0
10199	260.38	-53.08	47.0	160	7.0
10204	260.22	-53.09	47.7	160	7.0
10207	260.06	-53.10	48.4	159	7.0
10211	259.90	-53.12	49.2	159	7.1
10216	259.75	-53.15	50.0	159	7.1
10219	259.59	-53.18	50.8	159	7.1
10222	259.44	-53.21	51.5	159	7.1
10228	259.29	-53.24	52.2	158	7.1
10231	259.14	-53.27	52.9	158	7.1
10234	259.00	-53.30	53.6	158	7.1
10237	258.85	-53.35	54.2	158	7.1
10240	258.71	-53.40	54.8	158	7.1
10244	258.56	-53.44	55.2	158	7.1
10248	258.41	-53.47	55.4	158	7.1
10252	258.25	-53.48	55.5	158	7.1
10256	258.10	-53.48	55.4	158	7.1
10261	257.94	-53.51	55.1	158	7.1
10264	257.78	-53.56	54.7	158	7.1
10269	257.63	-53.61	54.2	158	7.1
10272	257.47	-53.66	53.8	158	7.1
10275	257.32	-53.68	53.4	158	7.1
10279	257.16	-53.68	53.0	158	7.1
10283	257.01	-53.68	52.7	159	7.1
10286	256.85	-53.70	52.3	159	7.1
10292	256.69	-53.75	52.0	159	7.1
10295	256.52	-53.80	51.9	159	7.1
10299	256.36	-53.84	51.8	159	7.1
10304	256.20	-53.87	51.9	160	7.1
10308	256.03	-53.90	52.0	160	7.1
10312	255.87	-53.94	52.1	160	7.1
10315	255.71	-53.99	52.4	160	7.1
10320	255.56	-54.03	52.7	161	7.1
10324	255.40	-54.05	53.0	161	7.1
10327	255.24	-54.08	53.2	161	7.0
10331	255.09	-54.12	53.4	161	7.0
10335	254.93	-54.17	53.5	161	7.0
10339	254.77	-54.21	53.6	161	7.0
10343	254.62	-54.24	53.9	162	7.0
10348	254.46	-54.26	54.1	162	7.0
10351	254.30	-54.29	54.4	162	7.0
10355	254.15	-54.34	54.6	162	6.9
10359	253.99	-54.39	54.8	162	6.9
10363	253.83	-54.43	54.9	162	6.9
10367	253.68	-54.46	55.0	163	6.9
10371	253.53	-54.49	55.1	163	6.9
10374	253.38	-54.53	55.2	163	6.8
10378	253.23	-54.57	55.4	163	6.8
10382	253.08	-54.61	55.5	163	6.8
10386	252.92	-54.64	55.6	163	6.8
10390	252.77	-54.68	55.7	164	6.7
10394	252.61	-54.72	55.8	164	6.7
10397	252.46	-54.76	55.9	164	6.7
10401	252.30	-54.79	56.1	164	6.6
10406	252.14	-54.83	56.2	164	6.6
10410	251.98	-54.88	56.2	164	6.6
10414	251.82	-54.92	56.1	165	6.6
10418	251.67	-54.94	56.0	165	6.6
10422	251.51	-54.95	55.8	165	6.5
10426	251.35	-54.97	55.6	165	6.5
10429	251.19	-55.01	55.4	165	6.5
10434	251.03	-55.07	55.1	165	6.5
10439	250.87	-55.13	54.7	166	6.5
10443	250.71	-55.20	54.2	166	6.5
10446	250.56	-55.27	53.8	166	6.5
10450	250.40	-55.31	53.4	166	6.5
10454	250.25	-55.33	52.9	166	6.5
10457	250.09	-55.35	52.5	166	6.5
10462	249.94	-55.37	52.2	166	6.5
10466	249.79	-55.39	52.1	166	6.5
10470	249.64	-55.41	52.2	166	6.5
10474	249.49	-55.43	52.4	166	6.5
10477	249.35	-55.47	52.6	166	6.5
10481	249.20	-55.52	52.8	166	6.5
10483	249.05	-55.58	52.9	166	6.5
10487	248.90	-55.62	53.0	166	6.5
10492	248.75	-55.64	53.3	166	6.5
10496	248.60	-55.64	53.8	166	6.5
10500	248.44	-55.66	54.4	165	6.5
10505	248.28	-55.69	55.1	165	6.5
10508	248.12	-55.73	55.9	165	6.5
10512	247.95	-55.77	56.8	165	6.5
10517	247.79	-55.82	57.6	164	6.5
10521	247.62	-55.86	58.6	164	6.5
10526	247.45	-55.90	59.5	163	6.5
10530	247.29	-55.93	60.5	163	6.5
10534	247.13	-55.96	61.6	162	6.5
10538	246.97	-56.01	62.7	162	6.6
10543	246.81	-56.06	63.7	161	6.6
10546	246.65	-56.11	64.6	161	6.6
10550	246.50	-56.15	65.3	160	6.6
10554	246.35	-56.18	65.8	160	6.6
10558	246.20	-56.22	66.1	159	6.6
10562	246.04	-56.28	66.3	159	6.7
10565	245.89	-56.33	66.4	158	6.7
10569	245.73	-56.36	66.5	158	6.7
10574	245.57	-56.38	66.4	157	6.8
10579	245.41	-56.40	66.1	157	6.8
10583	245.25	-56.44	65.7	157	6.8
10586	245.09	-56.47	65.1	156	6.9
10591	244.93	-56.49	64.4	156	6.9
10595	244.77	-56.52	63.4	156	7.0
10599	244.61	-56.56	62.1	156	7.0
10602	244.45	-56.59	60.7	156	7.0
10607	244.29	-56.58	59.1	156	7.1
10612	244.14	-56.53	57.3	156	7.1
10616	243.98	-56.47	55.5	156	7.2
10619	243.82	-56.44	53.7	156	7.2
10623	243.67	-56.44	51.9	157	7.2
10627	243.51	-56.46	50.2	157	7.2
10631	243.36	-56.47	48.5	157	7.3
10635	243.20	-56.46	47.0	158	7.3
10640	243.05	-56.44	45.5	158	7.3
10644	242.90	-56.44	44.1	159	7.3
10647	242.75	-56.44	42.7	160	7.3
10651	242.60	-56.43	41.3	160	7.3
10655	242.46	-56.42	40.0	161	7.3
10660	242.31	-56.38	38.7	162	7.2
10662	242.17	-56.33	37.5	162	7.2
10665	242.03	-56.32	36.4	163	7.2
10670	241.88	-56.36	35.2	164	7.2
10674	241.73	-56.39	34.0	164	7.1
10677	241.58	-56.41	32.5	165	7.1
10682	241.43	-56.39	30.9	166	7.1
10686	241.27	-56.36	29.1	166	7.0
10689	241.11	-56.30	27.0	167	7.0
10694	240.95	-56.23	24.8	167	7.0
10699	240.79	-56.13	22.9	168	6.9
10704	240.63	-56.03	20.9	169	6.9
10708	240.47	-55.92	18.9	169	6.9
10711	240.31	-55.82	16.8	170	6.8
10715	240.16	-55.71	14.8	170	6.8
10719	240.00	-55.61	12.9	171	6.8
10723	239.84	-55.54	11.4	171	6.8
10729	239.68	-55.52	10.2	172	6.8
10733	239.53	-55.51	9.5	173	6.7
10737	239.38	-55.50	9.1	173	6.7
10740	239.22	-55.49	9.1	174	6.7
10743	239.07	-55.48	9.2	174	6.7
10748	238.92	-55.46	9.4	175	6.8
10753	238.77	-55.43	9.7	176	6.8
10757	238.62	-55.39	9.9	177	6.8
10760	238.46	-55.35	10.2	177	6.8
10764	238.31	-55.34	10.4	178	6.9
10769	238.16	-55.36	10.6	179	6.9
10773	238.00	-55.36	10.8	180	7.0
10777	237.85	-55.32	10.9	181	7.0
10781	237.69	-55.24	10.9	182	7.1
10785	237.53	-55.15	11.0	182	7.2
10789	237.38	-55.05	10.9	183	7.3
10794	237.22	-54.95	10.8	184	7.4
10799	237.07	-54.85	10.5	185	7.5
10801	236.91	-54.77	10.2	186	7.6
10806	236.75	-54.70	9.9	187	7.7
10810	236.58	-54.63	9.4	187	7.8
10815	236.42	-54.56	9.0	188	7.9
10820	236.26	-54.49	8.7	189	8.0
10825	236.10	-54.43	8.5	190	8.1
10829	235.94	-54.38	8.3	190	8.2
10833	235.78	-54.35	8.1	191	8.3
10837	235.63	-54.30	8.0	191	8.4
10841	235.48	-54.25	7.9	192	8.5
10845	235.34	-54.20	7.8	192	8.6
10849	235.20	-54.14	7.6	192	8.7
10852	235.05	-54.08	7.5	193	8.8
10856	234.91	-54.02	7.4	193	8.9
10860	234.77	-53.95	7.3	193	9.0
10864	234.62	-53.87	7.2	193	9.1
10869	234.47	-53.80	7.0	194	9.2
10873	234.31	-53.75	6.9	194	9.2
10878	234.16	-53.73	6.8	194	9.3
10882	234.01	-53.74	6.8	194	9.4
10886	233.85	-53.79	6.8	194	9.4
10889	233.70	-53.84	6.8	194	9.5
10894	233.55	-53.87	6.9	194	9.5
10898	233.40	-53.89	7.0	194	9.6
10902	233.25	-53.88	7.2	195	9.6
10906	233.10	-53.88	7.4	195	9.6
10911	232.94	-53.87	7.6	195	9.7
10915	232.79	-53.89	7.7	195	9.7
10919	232.64	-53.92	7.8	195	9.7
10923	232.49	-53.95	7.9	195	9.7
10927	232.33	-54.00	8.0	195	9.7
10931	232.18	-54.04	8.1	196	9.8
10935	232.03	-54.09	8.2	196	9.8
10940	231.87	-54.14	8.3	196	9.8
10945	231.72	-54.21	8.4	196	9.8
10949	231.56	-54.27	8.6	197	9.8
10953	231.41	-54.32	8.7	197	9.8
10957	231.25	-54.36	8.8	198	9.8
10962	231.10	-54.40	9.0	198	9.8
10966	230.95	-54.46	9.1	199	9.8
10970	230.79	-54.51	9.2	199	9.8
10974	230.64	-54.53	9.3	200	9.8
10978	230.48	-54.54	9.3	200	9.8
10982	230.32	-54.56	9.3	201	9.8
10987	230.16	-54.59	9.3	202	9.8
10992	230.00	-54.62	9.2	202	9.8
10997	229.84	-54.63	9.2	203	9.8
11001	229.67	-54.63	9.1	204	9.8
11006	229.51	-54.63	9.0	205	9.8
11010	229.35	-54.63	9.0	205	9.8
11015	229.19	-54.64	9.0	206	9.8
11019	229.03	-54.65	8.9	207	9.9
11023	228.88	-54.67	8.9	207	9.9
11027	228.72	-54.69	8.9	208	9.9
11032	228.57	-54.73	8.9	209	9.9
11036	228.41	-54.77	8.9	210	9.9
11040	228.26	-54.82	9.0	210	10.0
11045	228.10	-54.86	9.0	211	10.0
11049	227.95	-54.90	9.0	212	10.0
11054	227.79	-54.94	9.0	212	10.1
11058	227.64	-54.98	9.1	213	10.1
11063	227.49	-55.02	9.1	214	10.1
11067	227.34	-55.05	9.2	214	10.1
11070	227.19	-55.07	9.2	215	10.1
11074	227.05	-55.06	9.2	215	10.2
11078	226.90	-55.06	9.3	216	10.2
11082	226.74	-55.07	9.3	217	10.2
11087	226.59	-55.11	9.3	217	10.2
11093	226.43	-55.16	9.3	218	10.2
11097	226.27	-55.20	9.3	218	10.2
11101	226.12	-55.23	9.3	219	10.3
11105	225.97	-55.24	9.3	220	10.3
11109	225.82	-55.24	9.3	220	10.3
11113	225.67	-55.26	9.3	221	10.3
11118	225.52	-55.31	9.2	221	10.3
11122	225.37	-55.36	9.2	222	10.3
11126	225.22	-55.38	9.1	222	10.3
11130	225.08	-55.38	9.1	223	10.3
11134	224.93	-55.36	9.1	224	10.3
11139	224.79	-55.36	9.0	224	10.3
11142	224.64	-55.39	9.0	225	10.4
11146	224.50	-55.43	9.1	225	10.4
11150	224.35	-55.49	9.1	226	10.4
11155	224.20	-55.54	9.1	227	10.4
11159	224.05	-55.59	9.2	227	10.4
11163	223.89	-55.63	9.2	228	10.4
11168	223.73	-55.64	9.3	228	10.5
11172	223.57	-55.63	9.3	229	10.5
11179	223.41	-55.62	9.4	229	10.5
11183	223.25	-55.62	9.5	230	10.5
11187	223.10	-55.64	9.6	230	10.5
11191	222.95	-55.66	9.6	231	10.6
11195	222.81	-55.67	9.6	231	10.6
11199	222.66	-55.69	9.6	232	10.6
11203	222.52	-55.71	9.6	232	10.7
11207	222.38	-55.74	9.6	232	10.7
11211	222.24	-55.77	9.6	233	10.7
11214	222.10	-55.80	9.6	233	10.7
11219	221.96	-55.82	9.6	233	10.8
11222	221.82	-55.85	9.7	234	10.8
11226	221.68	-55.88	9.7	234	10.8
11231	221.53	-55.90	9.8	234	10.8
11236	221.39	-55.93	9.9	235	10.9
11240	221.24	-55.95	10.0	235	10.9
11244	221.09	-55.97	10.1	235	10.9
11248	220.95	-56.00	10.1	235	10.9
11252	220.81	-56.03	10.2	236	10.9
11256	220.67	-56.06	10.3	236	10.9
11260	220.53	-56.10	10.4	236	11.0
11264	220.40	-56.14	10.4	236	11.0
11267	220.26	-56.17	10.5	236	11.0
11272	220.12	-56.21	10.5	237	11.0
11276	219.98	-56.24	10.5	237	11.0
11281	219.84	-56.26	10.5	237	11.0
11284	219.70	-56.29	10.5	237	11.0
11288	219.57	-56.31	10.5	237	11.0
11291	219.44	-56.34	10.5	237	11.0
11296	219.30	-56.36	10.4	237	11.0
11299	219.17	-56.39	10.4	237	11.0
11302	219.03	-56.41	10.5	238	11.0
11307	218.89	-56.42	10.5	238	11.0
11312	218.74	-56.43	10.5	238	11.0
11316	218.60	-56.43	10.5	238	11.0
11320	218.46	-56.43	10.5	238	11.0
11324	218.31	-56.44	10.5	238	11.0
11328	218.17	-56.46	10.5	238	11.0
11333	218.02	-56.49	10.5	238	11.0
11337	217.88	-56.52	10.5	238	11.0
11341	217.74	-56.56	10.5	238	11.0
11345	217.60	-56.59	10.5	238	11.0
11348	217.46	-56.63	10.5	239	11.0
11352	217.32	-56.66	10.6	239	11.0
11357	217.18	-56.68	10.6	239	10.9
11361	217.04	-56.71	10.6	239	10.9
11365	216.90	-56.73	10.6	239	10.9
11370	216.76	-56.75	10.6	239	10.9
11374	216.62	-56.77	10.6	240	10.9
11378	216.47	-56.79	10.6	240	10.9
11382	216.33	-56.81	10.6	240	10.9
11385	216.19	-56.83	10.7	240	10.8
11390	216.05	-56.86	10.7	241	10.8
11394	215.91	-56.88	10.7	241	10.8
11399	215.76	-56.90	10.7	241	10.7
11403	215.61	-56.92	10.7	242	10.7
11408	215.46	-56.93	10.7	242	10.6
11412	215.31	-56.95	10.7	242	10.6
11416	215.16	-56.98	10.7	243	10.5
11421	215.01	-57.00	10.8	243	10.4
11425	214.87	-57.03	10.8	244	10.4
11430	214.72	-57.05	10.9	244	10.3
11434	214.57	-57.08	10.9	245	10.2
11438	214.43	-57.11	11.0	245	10.1
11442	214.28	-57.15	11.1	246	10.0
11447	214.14	-57.18	11.2	246	9.9
11451	214.00	-57.21	11.2	247	9.8
11454	213.85	-57.24	11.3	248	9.7
11459	213.71	-57.28	11.3	248	9.6
11463	213.57	-57.32	11.4	249	9.5
11468	213.43	-57.36	11.4	249	9.4
11473	213.28	-57.41	11.4	250	9.3
11476	213.14	-57.45	11.4	251	9.2
11479	213.00	-57.49	11.4	251	9.2
11484	212.86	-57.52	11.5	252	9.1
11489	212.72	-57.55	11.5	253	9.0
11493	212.58	-57.56	11.5	254	8.9
11497	212.45	-57.56	11.5	254	8.8
11501	212.31	-57.54	11.5	255	8.8
11504	212.18	-57.53	11.4	255	8.7
11508	212.05	-57.52	11.4	256	8.7
11511	211.91	-57.52	11.3	257	8.6
11516	211.78	-57.53	11.3	257	8.6
11520	211.64	-57.55	11.2	258	8.5
11525	211.50	-57.55	11.2	259	8.5
11529	211.36	-57.54	11.1	259	8.5
11533	211.23	-57.51	11.1	260	8.5
11537	211.09	-57.49	11.0	260	8.4
11541	210.95	-57.47	10.9	261	8.4
11545	210.81	-57.47	10.9	261	8.4
11550	210.67	-57.48	10.8	262	8.4
11554	210.53	-57.50	10.8	262	8.3
11559	210.40	-57.52	10.8	263	8.3
11562	210.27	-57.55	10.8	263	8.3
11565	210.13	-57.58	10.8	264	8.3
11569	210.00	-57.61	10.9	264	8.2
11573	209.86	-57.64	10.9	265	8.2
11578	209.72	-57.66	11.0	265	8.2
11581	209.58	-57.69	11.0	266	8.2
11587	209.44	-57.73	11.1	266	8.1
11591	209.29	-57.77	11.2	267	8.1
11596	209.15	-57.80	11.2	268	8.0
11600	209.01	-57.84	11.3	268	8.0
11604	208.87	-57.87	11.4	269	7.9
11607	208.73	-57.91	11.4	269	7.9
11612	208.60	-57.94	11.5	270	7.9
11616	208.46	-57.98	11.6	271	7.8
11620	208.32	-58.02	11.6	271	7.8
11624	208.18	-58.06	11.6	272	7.7
11629	208.04	-58.10	11.7	273	7.6
11633	207.90	-58.13	11.7	273	7.6
11636	207.76	-58.16	11.7	274	7.5
11641	207.62	-58.18	11.7	275	7.5
11646	207.48	-58.19	11.7	275	7.5
11650	207.34	-58.21	11.7	276	7.4
11655	207.19	-58.24	11.8	277	7.4
11659	207.05	-58.27	11.8	277	7.3
11663	206.91	-58.29	11.8	278	7.3
11667	206.77	-58.31	11.8	278	7.2
11671	206.62	-58.34	11.8	279	7.2
11676	206.48	-58.35	11.8	279	7.2
11681	206.33	-58.36	11.8	280	7.1
11686	206.19	-58.36	11.8	280	7.1
11690	206.05	-58.36	11.8	281	7.1
11693	205.91	-58.37	11.8	281	7.0
11698	205.78	-58.40	11.8	281	7.0
11702	205.64	-58.43	11.8	282	7.0
11706	205.51	-58.45	11.9	282	6.9
11710	205.38	-58.47	11.9	283	6.9
11714	205.25	-58.47	11.8	283	6.9
11718	205.12	-58.47	11.8	283	6.8
11721	204.99	-58.47	11.8	284	6.8
11725	204.86	-58.48	11.8	284	6.8
11730	204.73	-58.50	11.8	285	6.7
11734	204.60	-58.54	11.8	285	6.7
11738	204.47	-58.57	11.8	285	6.6
11741	204.34	-58.61	11.8	286	6.6
11746	204.22	-58.65	11.9	286	6.5
11749	204.09	-58.69	11.9	286	6.5
11754	203.97	-58.72	12.0	286	6.4
11757	203.85	-58.75	12.1	287	6.3
11760	203.72	-58.79	12.1	287	6.3
11763	203.60	-58.83	12.1	287	6.2
11768	203.47	-58.88	12.2	287	6.1
11772	203.34	-58.93	12.3	287	6.0
11776	203.20	-58.97	12.3	287	5.9
11781	203.07	-59.00	12.4	287	5.8
11785	202.93	-59.02	12.5	287	5.8
11789	202.80	-59.05	12.5	287	5.7
11793	202.67	-59.08	12.6	287	5.6
11797	202.53	-59.12	12.7	286	5.5
11802	202.40	-59.14	12.7	286	5.4
11806	202.27	-59.15	12.7	286	5.3
11809	202.15	-59.15	12.7	286	5.2
11813	202.02	-59.17	12.6	285	5.1
11818	201.90	-59.19	12.6	285	5.0
11821	201.78	-59.22	12.4	285	4.9
11824	201.65	-59.23	12.3	284	4.8
11827	201.53	-59.22	12.2	284	4.8
11832	201.40	-59.20	12.1	284	4.7
11836	201.27	-59.17	12.0	283	4.6
11841	201.14	-59.15	11.9	283	4.5
11845	201.01	-59.15	11.9	282	4.4
11849	200.87	-59.15	11.8	282	4.3
11853	200.74	-59.15	11.8	281	4.3
11857	200.61	-59.15	11.8	281	4.2
11861	200.48	-59.14	11.7	280	4.1
11865	200.34	-59.14	11.7	280	4.0
11869	200.21	-59.15	11.6	279	3.9
11874	200.07	-59.17	11.5	278	3.8
11879	199.94	-59.18	11.5	278	3.7
11883	199.80	-59.20	11.4	277	3.6
11887	199.67	-59.21	11.4	276	3.5
11890	199.54	-59.22	11.4	275	3.4
11894	199.40	-59.24	11.4	273	3.3
11899	199.27	-59.26	11.5	272	3.2
11903	199.14	-59.28	11.5	270	3.1
11908	199.01	-59.30	11.5	268	3.0
11911	198.89	-59.33	11.5	266	2.9
11915	198.76	-59.36	11.6	263	2.8
11919	198.64	-59.38	11.6	260	2.7
11923	198.51	-59.41	11.5	257	2.6
11926	198.39	-59.43	11.5	254	2.6
11931	198.26	-59.45	11.4	250	2.5
11935	198.14	-59.47	11.4	246	2.5
11938	198.01	-59.49	11.3	242	2.4
11943	197.89	-59.48	11.1	238	2.4
11947	197.77	-59.45	11.0	234	2.5
11950	197.65	-59.40	10.9	230	2.5
11954	197.53	-59.34	10.8	226	2.6
11957	197.41	-59.28	10.7	223	2.6
11962	197.30	-59.21	10.5	219	2.7
11965	197.18	-59.14	10.4	216	2.9
11968	197.06	-59.08	10.2	214	3.0
11972	196.94	-59.02	10.0	211	3.1
11976	196.82	-58.97	9.8	209	3.3
11980	196.69	-58.93	9.6	208	3.4
11985	196.57	-58.90	9.4	206	3.6
11988	196.44	-58.88	9.2	205	3.7
11992	196.32	-58.86	9.0	204	3.9
11997	196.19	-58.83	8.8	203	4.1
12000	196.07	-58.80	8.7	202	4.3
12004	195.95	-58.77	8.6	201	4.4
12008	195.83	-58.75	8.5	201	4.6
12012	195.70	-58.73	8.4	200	4.8
12016	195.59	-58.69	8.3	200	5.0
12021	195.47	-58.64	8.2	200	5.2
12024	195.35	-58.56	8.1	199	5.3
12027	195.24	-58.47	8.1	199	5.5
12031	195.12	-58.39	8.0	199	5.7
12034	195.01	-58.32	7.9	199	5.9
12038	194.90	-58.26	7.8	198	6.0
12042	194.78	-58.20	7.8	198	6.2
12046	194.67	-58.14	7.7	198	6.4
12048	194.56	-58.08	7.6	198	6.5
12052	194.44	-58.04	7.5	197	6.7
12055	194.33	-58.01	7.4	197	6.8
12060	194.21	-57.98	7.3	197	7.0
12064	194.09	-57.96	7.3	197	7.1
12069	193.97	-57.94	7.2	196	7.2
12072	193.85	-57.93	7.2	196	7.4
12076	193.73	-57.90	7.2	196	7.5
12080	193.61	-57.88	7.2	196	7.6
12083	193.49	-57.85	7.1	195	7.7
12087	193.37	-57.83	7.1	195	7.8
12091	193.25	-57.79	7.1	195	8.0
12095	193.13	-57.74	7.1	195	8.1
12099	193.01	-57.69	7.0	195	8.2
12104	192.88	-57.62	6.9	195	8.3
12108	192.76	-57.56	6.8	194	8.4
12112	192.64	-57.50	6.7	194	8.5
12114	192.52	-57.45	6.6	194	8.6
12120	192.40	-57.44	6.5	194	8.7
12123	192.29	-57.44	6.4	194	8.7
12126	192.17	-57.44	6.4	194	8.8
12131	192.05	-57.41	6.2	194	8.9
12136	191.93	-57.35	6.1	194	9.0
12138	191.82	-57.28	6.0	194	9.1
12142	191.70	-57.19	5.9	194	9.1
12147	191.59	-57.11	5.8	194	9.2
12150	191.48	-57.03	5.7	194	9.2
12153	191.37	-56.94	5.6	194	9.3
12157	191.26	-56.85	5.5	194	9.3
12160	191.15	-56.75	5.4	194	9.4
12164	191.04	-56.65	5.3	194	9.4
12168	190.93	-56.57	5.2	194	9.5
12171	190.82	-56.51	5.1	194	9.5
12175	190.71	-56.47	5.0	193	9.5
12179	190.59	-56.45	4.9	193	9.5
12182	190.48	-56.43	4.8	193	9.5
12187	190.37	-56.42	4.7	193	9.5
12191	190.25	-56.41	4.6	192	9.5
12194	190.14	-56.40	4.5	192	9.5
12198	190.02	-56.38	4.5	192	9.5
12202	189.90	-56.34	4.4	192	9.5
12206	189.78	-56.30	4.4	191	9.5
12210	189.67	-56.25	4.3	191	9.5
12214	189.55	-56.21	4.3	191	9.5
12218	189.43	-56.19	4.3	190	9.5
12222	189.31	-56.19	4.3	190	9.5
12226	189.19	-56.19	4.3	190	9.5
12230	189.08	-56.21	4.3	189	9.5
12234	188.96	-56.22	4.3	189	9.5
12238	188.85	-56.23	4.2	189	9.5
12241	188.73	-56.22	4.2	188	9.5
12244	188.61	-56.21	4.2	188	9.5
12248	188.48	-56.19	4.2	188	9.5
12254	188.36	-56.17	4.1	188	9.5
12259	188.22	-56.15	4.1	188	9.5
12263	188.09	-56.13	4.0	188	9.5
12267	187.96	-56.10	4.0	188	9.5
12272	187.82	-56.06	4.0	188	9.5
12276	187.69	-56.00	3.9	188	9.5
12281	187.56	-55.93	3.8	188	9.5
12286	187.42	-55.86	3.8	188	9.6
12290	187.29	-55.81	3.7	189	9.6
12294	187.16	-55.77	3.7	189	9.6
12300	187.03	-55.75	3.6	189	9.6
12304	186.90	-55.74	3.6	189	9.7
12309	186.78	-55.73	3.6	189	9.7
12312	186.66	-55.74	3.6	190	9.7
12315	186.54	-55.75	3.5	190	9.8
12319	186.43	-55.75	3.5	190	9.8
12323	186.31	-55.73	3.5	190	9.8
12327	186.19	-55.70	3.5	190	9.9
12331	186.07	-55.64	3.5	191	9.9
12336	185.95	-55.58	3.5	191	10.0
12340	185.83	-55.52	3.5	191	10.0
12343	185.71	-55.48	3.6	191	10.0
12348	185.59	-55.47	3.6	191	10.1
12352	185.47	-55.47	3.6	191	10.1
12356	185.35	-55.48	3.6	191	10.2
12361	185.23	-55.49	3.6	192	10.2
12366	185.10	-55.50	3.6	192	10.2
12369	184.98	-55.51	3.6	192	10.3
12373	184.86	-55.53	3.6	192	10.3
12377	184.74	-55.54	3.6	192	10.4
12381	184.61	-55.54	3.5	192	10.4
12385	184.49	-55.53	3.5	192	10.4
12391	184.36	-55.51	3.5	192	10.5
12395	184.23	-55.46	3.5	192	10.5
12399	184.11	-55.38	3.5	192	10.5
12404	183.98	-55.30	3.5	192	10.6
12409	183.85	-55.21	3.5	192	10.6
12412	183.73	-55.14	3.4	192	10.6
12416	183.60	-55.09	3.4	192	10.7
12421	183.48	-55.04	3.4	192	10.7
12426	183.36	-54.99	3.3	192	10.8
12430	183.24	-54.94	3.2	192	10.8
12434	183.12	-54.88	3.2	192	10.8
12438	182.99	-54.83	3.1	192	10.9
12442	182.87	-54.78	3.1	193	10.9
12446	182.75	-54.74	3.0	193	10.9
12451	182.63	-54.69	3.0	193	11.0
12456	182.50	-54.63	2.9	193	11.0
12460	182.38	-54.57	2.9	193	11.1
12463	182.26	-54.50	2.8	193	11.1
12468	182.14	-54.45	2.8	193	11.2
12472	182.02	-54.39	2.7	193	11.2
12477	181.90	-54.33	2.7	193	11.3
12481	181.78	-54.26	2.6	193	11.3
12485	181.66	-54.19	2.6	194	11.4
12489	181.54	-54.14	2.6	194	11.5
12493	181.42	-54.09	2.5	194	11.5
12498	181.29	-54.06	2.5	194	11.6
12502	181.17	-54.03	2.5	194	11.6
12506	181.05	-54.00	2.5	194	11.7
12510	180.92	-53.97	2.4	195	11.7
12516	180.80	-53.95	2.4	195	11.8
12520	180.67	-53.93	2.4	195	11.8
12524	180.55	-53.92	2.5	195	11.9
12529	180.42	-53.92	2.5	195	11.9
12533	180.29	-53.94	2.5	196	12.0
12538	180.17	-53.96	2.5	196	12.0
12542	180.05	-53.98	2.5	196	12.0
12547	179.92	-54.00	2.5	197	12.0
12550	179.81	-54.02	2.5	197	12.1
12555	179.69	-54.03	2.5	197	12.1
12559	179.57	-54.04	2.5	198	12.1
12563	179.46	-54.05	2.5	198	12.1
12567	179.34	-54.05	2.5	199	12.1
12571	179.22	-54.07	2.5	199	12.1
12576	179.11	-54.09	2.5	200	12.1
12580	178.99	-54.10	2.5	200	12.1
12584	178.86	-54.12	2.5	200	12.1
12587	178.74	-54.14	2.5	201	12.1
12593	178.61	-54.16	2.5	201	12.1
12599	178.49	-54.17	2.5	202	12.0
12604	178.36	-54.19	2.6	202	12.0
12607	178.24	-54.20	2.6	203	12.0
12611	178.12	-54.21	2.6	203	12.0
12615	178.00	-54.22	2.6	204	12.0
12619	177.88	-54.22	2.6	204	12.0
12623	177.76	-54.22	2.6	205	11.9
12628	177.64	-54.22	2.6	205	11.9
12632	177.52	-54.24	2.6	206	11.9
12637	177.39	-54.27	2.6	206	11.9
12642	177.27	-54.30	2.6	207	11.9
12646	177.14	-54.33	2.6	207	11.9
12651	177.02	-54.35	2.6	207	11.9
12655	176.89	-54.38	2.6	208	11.9
12660	176.77	-54.41	2.6	208	11.9
12664	176.65	-54.44	2.6	208	11.9
12668	176.52	-54.48	2.6	209	11.9
12673	176.40	-54.51	2.6	209	11.9
